Open,High,Low,Volume,Close,Date,Predicted Close Price
1635.77,1636.31,1635.77,3743.0,1636.31,2020-10-23T14:38:00.000+05:30,1636.93
1635.49,1635.59,1635.41,764.0,1635.59,2020-10-23T14:39:00.000+05:30,1636.24
1635.61,1636.155,1635.61,1269.0,1636.155,2020-10-23T14:40:00.000+05:30,1636.77
1635.8,1635.83,1635.3,2698.0,1635.54,2020-10-23T14:41:00.000+05:30,1636.17
1635.58,1636.34,1635.58,3946.0,1636.34,2020-10-23T14:42:00.000+05:30,1636.91
1636.0,1636.01,1635.21,3977.0,1635.4928,2020-10-23T14:43:00.000+05:30,1636.12
1635.9,1636.58,1635.9,8492.0,1636.52,2020-10-23T14:44:00.000+05:30,1637.17
1636.97,1637.18,1636.7,1479.0,1636.7,2020-10-23T14:45:00.000+05:30,1637.66
1636.5647,1636.5647,1635.94,2678.0,1636.2799,2020-10-23T14:46:00.000+05:30,1636.81
1635.78,1636.18,1635.72,1140.0,1636.18,2020-10-23T14:47:00.000+05:30,1636.78
1636.17,1636.21,1635.98,2077.0,1636.07,2020-10-23T14:48:00.000+05:30,1636.79
1635.88,1636.19,1635.425,1580.0,1635.56,2020-10-23T14:49:00.000+05:30,1636.5
1635.53,1636.69,1635.53,3517.0,1636.6,2020-10-23T14:50:00.000+05:30,1637.17
1636.6,1637.19,1636.6,6506.0,1637.08,2020-10-23T14:51:00.000+05:30,1637.8
1636.81,1636.81,1636.53,896.0,1636.53,2020-10-23T14:52:00.000+05:30,1637.33
1636.56,1636.76,1636.4901,1861.0,1636.52,2020-10-23T14:53:00.000+05:30,1637.4
1636.5,1636.5,1635.62,8240.0,1636.1568,2020-10-23T14:54:00.000+05:30,1636.55
1635.47,1635.51,1634.54,2805.0,1634.615,2020-10-23T14:55:00.000+05:30,1635.51
1634.62,1634.97,1633.54,4004.0,1633.8254,2020-10-23T14:56:00.000+05:30,1634.78
1634.2,1634.65,1633.93,776.0,1634.65,2020-10-23T14:57:00.000+05:30,1635.07
1634.69,1634.69,1633.83,1470.0,1633.83,2020-10-23T14:58:00.000+05:30,1634.75
1634.035,1634.76,1634.035,2906.0,1634.76,2020-10-23T14:59:00.000+05:30,1635.34
1634.68,1635.1,1634.42,6781.0,1635.1,2020-10-23T15:00:00.000+05:30,1635.54
1634.83,1635.17,1634.42,4285.0,1634.68,2020-10-23T15:01:00.000+05:30,1635.51
1634.88,1635.35,1634.35,4191.0,1634.35,2020-10-23T15:02:00.000+05:30,1635.57
1633.965,1633.965,1633.965,831.0,1633.965,2020-10-23T15:03:00.000+05:30,1634.7
1633.8471,1634.25,1633.775,1915.0,1633.775,2020-10-23T15:04:00.000+05:30,1634.84
1635.77,1636.31,1635.77,3743.0,1636.31,2020-10-23T14:38:00.000+05:30,1636.93
1635.49,1635.59,1635.41,764.0,1635.59,2020-10-23T14:39:00.000+05:30,1636.24
1635.61,1636.155,1635.61,1269.0,1636.155,2020-10-23T14:40:00.000+05:30,1636.77
1635.8,1635.83,1635.3,2698.0,1635.54,2020-10-23T14:41:00.000+05:30,1636.17
1635.58,1636.34,1635.58,3946.0,1636.34,2020-10-23T14:42:00.000+05:30,1636.91
1636.0,1636.01,1635.21,3977.0,1635.4928,2020-10-23T14:43:00.000+05:30,1636.12
1635.9,1636.58,1635.9,8492.0,1636.52,2020-10-23T14:44:00.000+05:30,1637.17
1636.97,1637.18,1636.7,1479.0,1636.7,2020-10-23T14:45:00.000+05:30,1637.66
1636.5647,1636.5647,1635.94,2678.0,1636.2799,2020-10-23T14:46:00.000+05:30,1636.81
1635.78,1636.18,1635.72,1140.0,1636.18,2020-10-23T14:47:00.000+05:30,1636.78
1636.17,1636.21,1635.98,2077.0,1636.07,2020-10-23T14:48:00.000+05:30,1636.79
1635.88,1636.19,1635.425,1580.0,1635.56,2020-10-23T14:49:00.000+05:30,1636.5
1635.53,1636.69,1635.53,3517.0,1636.6,2020-10-23T14:50:00.000+05:30,1637.17
1636.6,1637.19,1636.6,6506.0,1637.08,2020-10-23T14:51:00.000+05:30,1637.8
1636.81,1636.81,1636.53,896.0,1636.53,2020-10-23T14:52:00.000+05:30,1637.33
1636.56,1636.76,1636.4901,1861.0,1636.52,2020-10-23T14:53:00.000+05:30,1637.4
1636.5,1636.5,1635.62,8240.0,1636.1568,2020-10-23T14:54:00.000+05:30,1636.55
1635.47,1635.51,1634.54,2805.0,1634.615,2020-10-23T14:55:00.000+05:30,1635.51
1634.62,1634.97,1633.54,4004.0,1633.8254,2020-10-23T14:56:00.000+05:30,1634.78
1634.2,1634.65,1633.93,776.0,1634.65,2020-10-23T14:57:00.000+05:30,1635.07
1634.69,1634.69,1633.83,1470.0,1633.83,2020-10-23T14:58:00.000+05:30,1634.75
1634.035,1634.76,1634.035,2906.0,1634.76,2020-10-23T14:59:00.000+05:30,1635.34
1634.68,1635.1,1634.42,6781.0,1635.1,2020-10-23T15:00:00.000+05:30,1635.54
1634.83,1635.17,1634.42,4285.0,1634.68,2020-10-23T15:01:00.000+05:30,1635.51
1634.88,1635.35,1634.35,4191.0,1634.35,2020-10-23T15:02:00.000+05:30,1635.57
1633.965,1633.965,1633.965,831.0,1633.965,2020-10-23T15:03:00.000+05:30,1634.7
1633.8471,1634.25,1633.775,1915.0,1633.775,2020-10-23T15:04:00.000+05:30,1634.84
1633.985,1634.38,1633.48,2416.0,1633.48,2020-10-23T15:05:00.000+05:30,1634.63
1633.65,1633.72,1633.405,1159.0,1633.435,2020-10-23T15:06:00.000+05:30,1634.25
1633.26,1633.71,1633.22,3202.0,1633.51,2020-10-23T15:07:00.000+05:30,1634.31
1633.45,1633.45,1633.35,650.0,1633.35,2020-10-23T15:08:00.000+05:30,1634.1
1633.53,1634.08,1633.35,2456.0,1634.0,2020-10-23T15:09:00.000+05:30,1634.55
1634.33,1634.66,1634.33,2425.0,1634.66,2020-10-23T15:10:00.000+05:30,1635.32
1634.49,1634.97,1634.49,2454.0,1634.66,2020-10-23T15:11:00.000+05:30,1635.6
1634.75,1635.0612,1634.49,2286.0,1634.6342,2020-10-23T15:12:00.000+05:30,1635.52
1634.445,1635.11,1634.385,3442.0,1635.11,2020-10-23T15:13:00.000+05:30,1635.65
1634.8001,1636.5963,1634.8001,1740.0,1636.5963,2020-10-23T15:14:00.000+05:30,1636.94
1636.525,1636.53,1636.01,2568.0,1636.39,2020-10-23T15:15:00.000+05:30,1636.86
1636.09,1636.09,1635.55,839.0,1635.55,2020-10-23T15:16:00.000+05:30,1636.4
1635.94,1636.14,1635.745,1826.0,1636.02,2020-10-23T15:17:00.000+05:30,1636.68
1635.96,1636.45,1635.96,1188.0,1636.3,2020-10-23T15:18:00.000+05:30,1637.08
1635.96,1635.96,1635.37,3571.0,1635.885,2020-10-23T15:19:00.000+05:30,1636.23
1635.86,1635.86,1635.3825,528.0,1635.3862,2020-10-23T15:20:00.000+05:30,1636.22
1635.22,1636.19,1635.22,3879.0,1635.66,2020-10-23T15:21:00.000+05:30,1636.71
1634.935,1634.935,1634.61,1462.0,1634.61,2020-10-23T15:22:00.000+05:30,1635.41
1634.5144,1634.76,1634.3,2874.0,1634.7597,2020-10-23T15:23:00.000+05:30,1635.27
1635.07,1635.185,1635.05,1323.0,1635.05,2020-10-23T15:24:00.000+05:30,1635.88
1635.04,1635.35,1634.8,1642.0,1634.8,2020-10-23T15:25:00.000+05:30,1635.83
1634.67,1634.89,1634.465,1901.0,1634.49,2020-10-23T15:26:00.000+05:30,1635.42
1634.62,1634.62,1633.32,4831.0,1633.5577,2020-10-23T15:27:00.000+05:30,1634.34
1633.755,1633.755,1633.0,2285.0,1633.07,2020-10-23T15:28:00.000+05:30,1633.9
1632.1,1633.0099,1632.1,2215.0,1632.42,2020-10-23T15:29:00.000+05:30,1633.54
1632.53,1632.64,1632.125,2487.0,1632.64,2020-10-23T15:30:00.000+05:30,1633.03
1631.86,1632.41,1631.86,2666.0,1632.235,2020-10-23T15:31:00.000+05:30,1633.02
1631.39,1631.86,1630.36,4929.0,1630.36,2020-10-23T15:32:00.000+05:30,1631.68
1630.68,1630.94,1630.6464,1927.0,1630.6464,2020-10-23T15:33:00.000+05:30,1631.59
1630.5,1631.03,1630.39,3828.0,1630.84,2020-10-23T15:34:00.000+05:30,1631.56
1631.22,1631.22,1630.375,5281.0,1630.55,2020-10-23T15:35:00.000+05:30,1631.29
1630.225,1630.97,1630.162,4741.0,1630.88,2020-10-23T15:36:00.000+05:30,1631.49
1630.8,1631.66,1630.8,3593.0,1631.48,2020-10-23T15:37:00.000+05:30,1632.2
1631.55,1631.62,1631.08,2058.0,1631.41,2020-10-23T15:38:00.000+05:30,1631.97
1631.14,1632.0,1631.14,2612.0,1632.0,2020-10-23T15:39:00.000+05:30,1632.54
1632.0,1632.5,1631.78,3967.0,1631.78,2020-10-23T15:40:00.000+05:30,1632.95
1632.17,1632.26,1631.69,3059.0,1632.24,2020-10-23T15:41:00.000+05:30,1632.6
1632.11,1632.77,1631.995,2544.0,1632.7625,2020-10-23T15:42:00.000+05:30,1633.27
1633.22,1634.07,1633.15,3675.0,1633.7209,2020-10-23T15:43:00.000+05:30,1634.56
1633.86,1634.885,1633.86,3804.0,1634.44,2020-10-23T15:44:00.000+05:30,1635.39
1634.96,1635.5199,1634.78,3413.0,1635.5199,2020-10-23T15:45:00.000+05:30,1635.99
1635.46,1635.46,1634.6,2645.0,1634.92,2020-10-23T15:46:00.000+05:30,1635.52
1634.74,1635.17,1634.645,1511.0,1634.825,2020-10-23T15:47:00.000+05:30,1635.74
1635.02,1635.53,1634.765,3365.0,1635.0,2020-10-23T15:48:00.000+05:30,1635.95
1635.475,1636.0,1635.45,2163.0,1635.78,2020-10-23T15:49:00.000+05:30,1636.6
1635.55,1635.66,1635.39,2753.0,1635.61,2020-10-23T15:50:00.000+05:30,1636.24
1635.28,1636.0,1635.06,5750.0,1635.52,2020-10-23T15:51:00.000+05:30,1636.4
1635.37,1635.37,1634.235,5179.0,1634.55,2020-10-23T15:52:00.000+05:30,1635.22
1634.17,1634.57,1634.09,5741.0,1634.17,2020-10-23T15:53:00.000+05:30,1635.15
1634.21,1636.13,1634.21,11800.0,1634.84,2020-10-23T15:54:00.000+05:30,1636.44
1635.05,1639.13,1635.05,14064.0,1639.13,2020-10-23T15:55:00.000+05:30,1638.97
1639.0,1639.446,1638.31,6700.0,1639.1,2020-10-23T15:56:00.000+05:30,1639.54
1639.425,1640.4999,1639.01,21547.0,1640.01,2020-10-23T15:57:00.000+05:30,1640.68
1640.4,1641.94,1640.22,22270.0,1640.89,2020-10-23T15:58:00.000+05:30,1642.2
1640.73,1641.36,1640.56,10594.0,1641.36,2020-10-23T15:59:00.000+05:30,1641.83
1641.43,1642.36,1640.5,28135.0,1641.33,2020-10-23T16:00:00.000+05:30,1642.17
1641.0,1641.47,1641.0,10881.0,1641.47,2020-10-23T16:01:00.000+05:30,1642.1
1641.0,1641.0,1641.0,24510.0,1641.0,2020-10-23T16:04:00.000+05:30,1641.74
1641.0,1641.0,1641.0,3675.0,1641.0,2020-10-23T16:05:00.000+05:30,1641.74
1641.0631,1641.0631,1641.0631,457.0,1641.0631,2020-10-23T16:06:00.000+05:30,1641.8
1641.0,1641.0,1641.0,3175.0,1641.0,2020-10-23T16:07:00.000+05:30,1641.74
1640.8359,1640.8359,1640.8359,496.0,1640.8359,2020-10-23T16:12:00.000+05:30,1641.57
1640.5,1640.5,1640.5,864.0,1640.5,2020-10-23T16:14:00.000+05:30,1641.24
1641.17,1641.17,1641.17,327.0,1641.17,2020-10-23T16:16:00.000+05:30,1641.91
1640.35,1640.5,1640.35,401.0,1640.5,2020-10-23T16:23:00.000+05:30,1641.2
1640.36,1640.36,1640.36,201.0,1640.36,2020-10-23T16:24:00.000+05:30,1641.1
1640.38,1640.38,1640.38,100.0,1640.38,2020-10-23T16:25:00.000+05:30,1641.12
1640.98,1640.98,1640.5,205.0,1640.5,2020-10-23T16:26:00.000+05:30,1641.34
1640.34,1640.36,1640.34,206.0,1640.36,2020-10-23T16:49:00.000+05:30,1641.09
1640.41,1640.41,1640.41,203.0,1640.41,2020-10-23T16:51:00.000+05:30,1641.15
1640.33,1640.33,1640.33,513.0,1640.33,2020-10-23T17:06:00.000+05:30,1641.07
1640.31,1640.31,1640.31,309.0,1640.31,2020-10-23T17:10:00.000+05:30,1641.05
1640.3,1640.31,1640.3,305.0,1640.31,2020-10-23T17:15:00.000+05:30,1641.04
1635.77,1636.31,1635.77,3743.0,1636.31,2020-10-23T14:38:00.000+05:30,1636.93
1635.49,1635.59,1635.41,764.0,1635.59,2020-10-23T14:39:00.000+05:30,1636.24
1635.61,1636.155,1635.61,1269.0,1636.155,2020-10-23T14:40:00.000+05:30,1636.77
1635.8,1635.83,1635.3,2698.0,1635.54,2020-10-23T14:41:00.000+05:30,1636.17
1635.58,1636.34,1635.58,3946.0,1636.34,2020-10-23T14:42:00.000+05:30,1636.91
1636.0,1636.01,1635.21,3977.0,1635.4928,2020-10-23T14:43:00.000+05:30,1636.12
1635.9,1636.58,1635.9,8492.0,1636.52,2020-10-23T14:44:00.000+05:30,1637.17
1636.97,1637.18,1636.7,1479.0,1636.7,2020-10-23T14:45:00.000+05:30,1637.66
1636.5647,1636.5647,1635.94,2678.0,1636.2799,2020-10-23T14:46:00.000+05:30,1636.81
1635.78,1636.18,1635.72,1140.0,1636.18,2020-10-23T14:47:00.000+05:30,1636.78
1636.17,1636.21,1635.98,2077.0,1636.07,2020-10-23T14:48:00.000+05:30,1636.79
1635.88,1636.19,1635.425,1580.0,1635.56,2020-10-23T14:49:00.000+05:30,1636.5
1635.53,1636.69,1635.53,3517.0,1636.6,2020-10-23T14:50:00.000+05:30,1637.17
1636.6,1637.19,1636.6,6506.0,1637.08,2020-10-23T14:51:00.000+05:30,1637.8
1636.81,1636.81,1636.53,896.0,1636.53,2020-10-23T14:52:00.000+05:30,1637.33
1636.56,1636.76,1636.4901,1861.0,1636.52,2020-10-23T14:53:00.000+05:30,1637.4
1636.5,1636.5,1635.62,8240.0,1636.1568,2020-10-23T14:54:00.000+05:30,1636.55
1635.47,1635.51,1634.54,2805.0,1634.615,2020-10-23T14:55:00.000+05:30,1635.51
1634.62,1634.97,1633.54,4004.0,1633.8254,2020-10-23T14:56:00.000+05:30,1634.78
1634.2,1634.65,1633.93,776.0,1634.65,2020-10-23T14:57:00.000+05:30,1635.07
1634.69,1634.69,1633.83,1470.0,1633.83,2020-10-23T14:58:00.000+05:30,1634.75
1634.035,1634.76,1634.035,2906.0,1634.76,2020-10-23T14:59:00.000+05:30,1635.34
1634.68,1635.1,1634.42,6781.0,1635.1,2020-10-23T15:00:00.000+05:30,1635.54
1634.83,1635.17,1634.42,4285.0,1634.68,2020-10-23T15:01:00.000+05:30,1635.51
1634.88,1635.35,1634.35,4191.0,1634.35,2020-10-23T15:02:00.000+05:30,1635.57
1633.965,1633.965,1633.965,831.0,1633.965,2020-10-23T15:03:00.000+05:30,1634.7
1633.8471,1634.25,1633.775,1915.0,1633.775,2020-10-23T15:04:00.000+05:30,1634.84
1633.985,1634.38,1633.48,2416.0,1633.48,2020-10-23T15:05:00.000+05:30,1634.63
1633.65,1633.72,1633.405,1159.0,1633.435,2020-10-23T15:06:00.000+05:30,1634.25
1633.26,1633.71,1633.22,3202.0,1633.51,2020-10-23T15:07:00.000+05:30,1634.31
1633.45,1633.45,1633.35,650.0,1633.35,2020-10-23T15:08:00.000+05:30,1634.1
1633.53,1634.08,1633.35,2456.0,1634.0,2020-10-23T15:09:00.000+05:30,1634.55
1634.33,1634.66,1634.33,2425.0,1634.66,2020-10-23T15:10:00.000+05:30,1635.32
1634.49,1634.97,1634.49,2454.0,1634.66,2020-10-23T15:11:00.000+05:30,1635.6
1634.75,1635.0612,1634.49,2286.0,1634.6342,2020-10-23T15:12:00.000+05:30,1635.52
